QUERY,DOC_ID
Tumor development occurs in conjunction with upregulation of pro-inflammatory cytokines.,2319
Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.,300
Type 1 Diabetes is associated with subtle perturbations in T reg development.,2291
Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.,2504
Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.,2504
Understanding epigenetic regulation of replication is essential for the reational design of episomally replicating vectors.,1457
Up-regulation of the p53 pathway and related molecular events speeds cancer progression.,1663
Upon developing tyrosine-kinase inhibitor resistance  new mutations in epidermal growth factor receptors emerge and cause treatment failure.,1651
Upon viral challenge  influenza-specific memory CD4+ T cells greatly diminish the early production of inflammatory chemokines in the lung.,2898
Upon viral challenge  influenza-specific memory CD4+ T cells greatly enhance the early production of inflammatory chemokines in the lung.,2898
Upregulation of PD1 causes the downmodulation of Satb1.,1009
Upregulation of PD1 causes the upregulation of Satb1.,1009
Upregulation of dynein in Drosophila neurons increases the number of microtubule plus-ends growing toward the cell body of each neuron.,4050
Urbanization is an important risk factor related to the transmission of dengue fever.,2878
V-9302 inhibits antitumor responses by decreasing cell death and oxidative stress.,989
Vaccinating the gastrointestinal tract induces protection of rectal and vaginal mucosa.,2237
Varenicline monotherapy is more effective after 26 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,1939
Varying expression levels of EBI2 affect the positioning and migration of B cells.,2505
Venules have less significant tunica adventitia than arterioles.,1475
VgrG (Tssl) protein punctures membranes by forming a spike at the tip of the tube apparatus.,806
Vitamin D deficiency effects birth weight.,446
Vitamin D is an important factor in the relationship between calcium and parathyroid hormone.,2606
Walking in traffic areas in London did not improve lung function in elderly adults.,3123
Walking in traffic areas in London improves lung function in elderly adults.,3123
Weighed food records (WFR) result in high completion since they're cheap to run and impose low participant burden.,3263
Weighed food records (WFR) result in poor completion since they're costly to run and impose high participant burden.,3263
Whole brain radiotherapy increases the occurrence of new brain metastases.,711
Women are more susceptible to death due to pneumonia when compared to men.,460
Women with a lower birth weight are more likely to develop breast cancer later in life.,2613
YAP/TAZ is required in intestinal regeneration in mouse models of ulcerative colitis.,2200
aPKCz causes tumour suppression by affecting glutamine metabolism.,2767
cSMAC formation represses weak ligand signalling.,52
eRNAs influence is linked to senescence  aging  and carcinogenesis.,1683
mcm 5 s 2 U is required for proper decoding of NNR codons in eukaryotes.,533
miR-142-5P is a known regulator of raised body temperature.,1241
miR-142-5P is a temperature-sensitive microRNA (miRNA).,1241
miRNAs enforce homeostasis by suppressing low-level ''leaky'' transcription.,369
miRNAs regulate a unique suite of mRNAs to maintain homeostasis in cells.,416
p16INK4A degradation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,2764
p16INK4A degradation is encoded by CDKN2A.,2764
p75 NTR - associated cell death executor (NADE) interacts with the p75 NTR death domain,2422
qSOFA scores are associated with length of stay in emergency department patients.,980
r-protein chaperones are found in complexes with their r-protein binding partners.,1452
siRNA knockdown of A20 accelerates tumor progression in an in vivo murine xenograft model.,5
siRNA knockdown of A20 slows tumor progression in an in vivo murine xenograft model.,5
taa1 tar1 tar2 triple mutants in Arabidopsis do not make root meristem during embryogenesis.,1789
β-sheet opening occurs during pleurotolysin pore formation.,488
β1/Ketel is able to bind microtubules.,1449
