id,para_id,label,title,abstract
477,1,15564192,impact of prior portosystemic shunt procedures on outcome of liver transplantation.,
478,0,15564193,prognostic benefit of selective portal vein occlusion during hepatic resection for hepatocellular carcinoma.,the aim of this study was to clarify whether the types of portal vein (pv) occlusion during hepatectomy affect the long-term outcome in patients with hepatocellular carcinoma (hcc).
479,0,15564194,maintained normalization of cardiovascular dysfunction 5 years after parathyroidectomy in primary hyperparathyroidism.,primary hyperparathyroidism (phpt) has been associated with premature death in cardiovascular diseases. short-term prospects for normalization of cardiovascular derangements have been described after parathyroidectomy
480,1,15564194,maintained normalization of cardiovascular dysfunction 5 years after parathyroidectomy in primary hyperparathyroidism., this study explores long-term effects of parathyroidectomy on cardiovascular functions in phpt.
481,0,15564195,lysis-deficient bacteriophage therapy decreases endotoxin and inflammatory mediator release and improves survival in a murine peritonitis model.,lysis-deficient (lyd) bacteriophages (phages) kill bacteria without endotoxin (et) release. this may minimize systemic cytokine responses and limit inflammation in bacterial sepsis
482,1,15564195,lysis-deficient bacteriophage therapy decreases endotoxin and inflammatory mediator release and improves survival in a murine peritonitis model., we determined the effects of t amber a3 t4 lyd and virulent wild-type (wt) phages on mouse bacterial peritonitis.
483,0,15564196,the association between trauma system and trauma center components and outcome in a mature regionalized trauma system.,"regionalized trauma systems have been shown repeatedly to improve the outcome of seriously injured patients. however, we do not have data regarding which components of these systems have the most impact on outcome and to what degree"
484,1,15564196,the association between trauma system and trauma center components and outcome in a mature regionalized trauma system., the objective of this study was to understand the association between various components that make up a trauma system and outcome.
485,0,15564197,pneumatosis cystoides intestinalis.,nan
486,0,15564198,intestinal perforation caused by stagnated press-through packages.,nan
487,0,15564199,adult primary retroperitoneal teratoma.,nan
488,0,15564200,quirks of our surgical forefathers.,nan
489,0,15564201,transanal endoscopic microsurgery for rectal carcinoma at the site of a previous ureteroenterostomy.,nan
490,0,15564202,re: ethics of serving as a plaintiff's expert medical witness.,nan
491,0,15564203,surgical management of recurrent intrahepatic cholangiocellular carcinoma after liver resection.,nan
492,0,15564204,re: the military physician's ethical response to evidence of torture.,nan
493,0,15564205,health care quality and outcome guidelines for nursing of children and families.,nan
494,0,15564206,racial/ethnic differences in adolescents' physical symptoms.,"this study was conducted to establish race/ethnic-specific prevalence for 10 physical symptoms in american youths and to examine the extent to which socioeconomic status and depressive symptoms explained racial differences in those symptoms. this descriptive study was based on a cross-sectional analysis of survey data from wave i of the national longitudinal study of adolescent health including a school-based sample of over 20,000 adolescents in grades 7 through 12"
495,1,15564206,racial/ethnic differences in adolescents' physical symptoms.," self-reported physical symptoms during the past 12 months were examined. white youths reported the highest frequency of headaches, musculoskeletal pain, and dizziness; feeling hot, chest pain, cold sweats, and urinary symptoms were more common in black youths"
496,2,15564206,racial/ethnic differences in adolescents' physical symptoms.," the three symptoms reported by whites remained significant after controlling for family income and depressive symptoms, whereas racial differences in the four symptoms prominent in blacks were accounted for by family income and depressive symptoms. findings highlight racial differences in symptom types and in psychosocial factors contributing to physical symptoms in adolescents and warn against health-care providers' stereotyping associations between physical symptoms and socioeconomic status"
497,3,15564206,racial/ethnic differences in adolescents' physical symptoms.,
498,0,15564207,the role of nurses in screening for autistic spectrum disorder in pediatric primary care.,this article addresses the issue of integration of routine screening for autism spectrum disorder (asd) in pediatric primary care. the relationship between screening and patient outcome is discussed
499,1,15564207,the role of nurses in screening for autistic spectrum disorder in pediatric primary care.," the asd screening recommendations of the american academy of pediatrics and practical issues associated with their application are then reviewed. finally, data from a pilot project to prepare nurses to conduct asd screening during routine pediatric health visits are presented"
500,2,15564207,the role of nurses in screening for autistic spectrum disorder in pediatric primary care., the authors discuss the role of nurses in establishing systems within pediatric primary care to identify and refer children at risk for asd.
501,0,15564208,improving the experience of hospitalization for hawaiian children on the mainland through cultural sensitivity to hawaiian ways of healing.,"the experience of hospitalization for hawaiian children on the mainland might be improved through the understanding and development of cultural sensitivity to hawaiian ways of healing. this article contains a selected review of the literature on meeting the cultural health care needs of hawaiian children and their families, a discussion of some of the challenges of caring for hawaiian children in utah, and suggestions for practice that may improve the experience of hospitalization for hawaiian children in general"
502,1,15564208,improving the experience of hospitalization for hawaiian children on the mainland through cultural sensitivity to hawaiian ways of healing.,
503,0,15564209,caregiver--child interaction in infants and toddlers born extremely premature.,infants born extremely premature are increasing in incidence and survival rates. this longitudinal study examined caregiver-child interaction in a new generation of extremely premature infants
504,1,15564209,caregiver--child interaction in infants and toddlers born extremely premature., caregiver-child interaction and child developmental status were assessed in 41 primary caregivers and their infants at three periods (9-13 and 21-25 months adjusted age and 33-36 months chronological age). caregiver interaction was stable over the three ages and significantly lower than cross-sectional comparison samples randomized from the nursing child assessment satellite training computer database
505,2,15564209,caregiver--child interaction in infants and toddlers born extremely premature., caregiver interaction was related to later child interaction but not developmental status. implications for intervention and developmental surveillance are discussed
506,3,15564209,caregiver--child interaction in infants and toddlers born extremely premature.,
507,0,15564210,the working alliance in pediatric chronic disease management: a pilot study of instrument reliability and feasibility.,"findings are presented from a pilot study to determine the reliability, relevance, and feasibility of child and adult versions of the working alliance inventory, adapted from psychotherapy research for use in the management of chronic childhood hematologic disorders. thirty-four children, 13 adolescents, 43 parent/guardians, and 4 health-care providers participated"
508,1,15564210,the working alliance in pediatric chronic disease management: a pilot study of instrument reliability and feasibility.," the adapted scales, called the working alliance inventories for chronic care, had strong internal consistencies for all versions; retest reliabilities were generally acceptable. the instruments were feasible to use and understandable for children 9 years and older, parent/guardians, and health-care professionals"
509,2,15564210,the working alliance in pediatric chronic disease management: a pilot study of instrument reliability and feasibility.," recommendations for additional research, using this promising group of alliance instruments, are provided."
510,0,15564211,"overweight in children: definitions, measurements, confounding factors, and health consequences.",nan
511,0,15564212,"overweight in children: definitions, measurements, confounding factors, and health consequences.",nan
512,0,15564213,childhood obesity and insulin-resistant syndrome.,nan
513,0,15564214,a picture of needs for children with special health-care needs: what we are learning from the national survey.,nan
514,0,15564215,killing families.,nan
515,0,15564216,"being in tune with oneself, children, and parents: meanings of being a supporter to families with children who disabilities as narrated by parent-selected professionals.",the importance of giving professional support to parents who have a child with a disability is well documented in the research literature. research from parents' perspective shows however that how support is delivered for an entire family's well-being is crucial
516,1,15564216,"being in tune with oneself, children, and parents: meanings of being a supporter to families with children who disabilities as narrated by parent-selected professionals.", the aim of this study was to illuminate the meanings of being a supporter as narrated by nine parent-selected professionals. the findings show that having a personal and professional philosophy on being and doing is crucial when helping parents care for their child
517,2,15564216,"being in tune with oneself, children, and parents: meanings of being a supporter to families with children who disabilities as narrated by parent-selected professionals."," being confident that it is always possible to help means to seek unique solutions for each child and family. being a trustworthy partner of parents means to trust in parents as invaluable partners as well as to exert efforts to gain the parents' trust, seeing parents as both persons and the child's carer, and being sensitive to parents' vulnerability"
518,3,15564216,"being in tune with oneself, children, and parents: meanings of being a supporter to families with children who disabilities as narrated by parent-selected professionals."," enabling parents to gain competence and confidence in parenthood embraces the knowledge and skills necessary for the competence as their child's carer and respecting parental authority. the findings are interpreted as being in tune with oneself, children, and parents--which in this study implies freedom from being confined by bureaucracy, prestige, and institutional norms but freedom to be authentic and act according to personal philosophies"
519,4,15564216,"being in tune with oneself, children, and parents: meanings of being a supporter to families with children who disabilities as narrated by parent-selected professionals.",
520,0,15564217,association of eosinophilic inflammation with esophageal food impaction in adults.,esophageal food impaction is a common presentation of eosinophilic esophagitis. the prevalence of eosinophilic esophagitis among patients with food impaction is unknown
521,1,15564217,association of eosinophilic inflammation with esophageal food impaction in adults.," to address this, we evaluated clinicopathologic features of adults with food impaction."
522,0,15564218,eosinophil: the new lord of (esophageal) rings.,nan
523,0,15564219,the yield and the predictors of esophageal pathology when upper endoscopy is used for the initial evaluation of dysphagia.,the utility of egd when used as an initial test for the evaluation of dysphagia is unclear. the objective was to determine the yield and the predictive factors of significant pathology when egd is performed as the initial test to evaluate dysphagia
524,1,15564219,the yield and the predictors of esophageal pathology when upper endoscopy is used for the initial evaluation of dysphagia.,
525,0,15564220,dysphagia drives doctors to diagnose a disease: pitfalls in interpreting observational studies.,nan
526,0,15564221,"impact of a self-expanding, plastic esophageal stent on various esophageal stenoses, fistulas, and leakages: a single-center experience in 39 patients.","in this study, we describe our experience with the use of a self-expanding, covered, plastic esophageal stent (seps). the majority of placements were difficult to treat situations, i"
527,1,15564221,"impact of a self-expanding, plastic esophageal stent on various esophageal stenoses, fistulas, and leakages: a single-center experience in 39 patients.","e., proximal or extremely proximal stent release or emergency cases in the intensive care unit"
528,2,15564221,"impact of a self-expanding, plastic esophageal stent on various esophageal stenoses, fistulas, and leakages: a single-center experience in 39 patients.",
529,0,15564222,"the optimal age threshold for screening upper endoscopy for uninvestigated dyspepsia in taiwan, an area with a higher prevalence of gastric cancer in young adults.","it is estimated that 1% to 2% of patients with dyspepsia are associated with gastric cancer. to avoid missing gastric cancer, most guidelines recommend that patients over 45 years old should undergo egd for uninvestigated dyspepsia"
530,1,15564222,"the optimal age threshold for screening upper endoscopy for uninvestigated dyspepsia in taiwan, an area with a higher prevalence of gastric cancer in young adults."," in taiwan, however, the prevalence of gastric cancer in younger patients is higher than that of western countries. the optimal age threshold for endoscopy in patients with uninvestigated dyspepsia in taiwan remains controversial"
531,2,15564222,"the optimal age threshold for screening upper endoscopy for uninvestigated dyspepsia in taiwan, an area with a higher prevalence of gastric cancer in young adults."," therefore, we aimed to determine an optimal age threshold for screening endoscopy in patients with uninvestigated dyspepsia to avoid missing gastric cancer in taiwan."
532,0,15564223,a prospective two-center study comparing wireless capsule endoscopy with intraoperative enteroscopy in patients with obscure gi bleeding.,"capsule endoscopy enables noninvasive diagnostic examination of the entire small intestine. however, sensitivity and specificity of capsule endoscopy have not been adequately defined"
533,1,15564223,a prospective two-center study comparing wireless capsule endoscopy with intraoperative enteroscopy in patients with obscure gi bleeding.," we, therefore, compared capsule endoscopy by using intraoperative enteroscopy as a criterion standard in patients with obscure gi bleeding."
534,0,15564224,endoscopic pyloric injection of botulinum toxin a for the treatment of refractory gastroparesis.,botulinum toxin a injected into the pyloric sphincter has been reported in small case series to treat gastroparesis. this study reviews the use of this treatment in a large number of patients with gastroparesis
535,1,15564224,endoscopic pyloric injection of botulinum toxin a for the treatment of refractory gastroparesis.,
536,0,15564225,do physician attitudes and practices limit use of eus in the staging and the treatment of esophageal carcinoma?,"although eus provides superior local staging of esophageal carcinoma when compared with other tests, eus seems to be underused by physicians. we designed this prospective study to determine whether eus is ordered in the evaluation of esophageal cancer and whether staging information obtained would change management"
537,1,15564225,do physician attitudes and practices limit use of eus in the staging and the treatment of esophageal carcinoma?,
538,0,15564226,malignant mediastinal lymphadenopathy detected by staging eus in patients with pancreaticobiliary cancer.,"in patients with pancreatic cancer, the presence of malignant mediastinal lymphadenopathy (mml) would preclude definitive resection. a recent study suggested routine evaluation for mediastinal lymph-node metastases in all patients being evaluated for pancreaticobiliary masses"
539,1,15564226,malignant mediastinal lymphadenopathy detected by staging eus in patients with pancreaticobiliary cancer.," in our practice, we routinely assess for mediastinal lymph-node metastases in all patients undergoing eus for pancreaticobiliary cancer."
540,0,15564227,pancreatic fna in 1000 cases: a comparison of imaging modalities.,"image-guided fna is a popular method for evaluating pancreatic lesions, but few large studies on pancreatic fna exist."
541,0,15564228,composition of clogging material in pancreatic endoprostheses.,"endoscopic management of chronic pancreatitis (cp), especially pancreatic stent placement, has made tremendous advances. however, good clinical results are hampered by rapid occlusion"
542,1,15564228,composition of clogging material in pancreatic endoprostheses., the objective of this study was to understand mechanisms and materials that cause stent occlusion.
543,0,15564229,why do pancreatic stents become occluded?,nan
544,0,15564230,basic research for the clinical trainee: from bedside to bench.,nan
545,0,15564231,mantle-cell lymphoma.,nan
546,0,15564232,cholecystocholedochal fistula.,nan
547,0,15564233,enterocutaneous fistula complicating a duodenal bezoar: an unusual presentation.,nan
548,0,15564234,endoscopic doppler optical coherence tomography in the human gi tract: initial experience.,expanding the current endoscopic optical coherence tomography (oct) system with doppler capability may augment this novel high-resolution cross-sectional imaging technique with functional blood flow information. the aim of this feasibility study was to assess the clinical feasibility of an endoscopic doppler oct (edoct) system in the human gi tract
549,1,15564234,endoscopic doppler optical coherence tomography in the human gi tract: initial experience.,
550,0,15564235,"endoscopic treatment of thoracic esophageal anastomotic leaks by using silicone-covered, self-expanding polyester stents.","surgery, as well as conservative treatment, in patients with clinically apparent intrathoracic esophageal anastomotic leaks often is associated with poor results and carries a high morbidity and mortality. the successful treatment of esophageal anastomotic insufficiencies and perforations when using covered, self-expanding metallic stents is described"
551,1,15564235,"endoscopic treatment of thoracic esophageal anastomotic leaks by using silicone-covered, self-expanding polyester stents.",
552,0,15564236,treatment of esophageal perforations and anastomotic leaks: the endoscopist is stepping into the arena.,nan
553,0,15564237,primary esophageal b-cell lymphoma: evaluation by eus.,nan
554,0,15564238,eus-guided biopsy in the diagnosis of pulmonary lymphoma in a patient with an esophagopulmonary fistula.,nan
555,0,15564239,hereditary angioedema involving the colon: endoscopic appearance and review of gi manifestations.,nan
556,0,15564240,necrotizing fasciitis after direct percutaneous endoscopic jejunostomy.,nan
557,0,15564241,overtube-assisted placement of wireless capsule endoscopy device.,nan
558,0,15564242,use of a neutral gadolinium chelate as a contrast medium for ercp: case report.,nan
559,0,15564243,breakage of disposable biopsy forceps: a rare complication during gi endoscopy.,nan
560,0,15564244,diagnosis of pancreatic cystic lymphangioma with eus-guided fna: report of a case.,nan
561,0,15564245,self-administered alcohol (vodka) enema causing severe colitis: case report and review.,nan
562,0,15564246,invasive choriocarcinoma involving the major duodenal papilla.,nan
563,0,15564247,colonic mucosa-associated lymphoid tissue lymphoma presenting as multiple polyposis.,nan
564,0,15564248,serologic test for the diagnosis of subclinical gastric anisakiasis.,nan
565,0,15564249,eosinophilic esophagitis in a father and a daughter.,nan
566,0,15564250,"activating transcription factor 3, a stress sensor, activates p53 by blocking its ubiquitination.","activating transcription factor 3 (atf3) is rapidly induced by diverse environmental insults including genotoxic stress. we report herein that its interaction with p53, enhanced by genotoxic stress, stabilizes the tumor suppressor thereby augmenting functions of the latter"
567,1,15564250,"activating transcription factor 3, a stress sensor, activates p53 by blocking its ubiquitination."," overexpression of atf3 (but not a mutated atf3 protein (delta102-139) devoid of its p53-binding region) prevents p53 from mdm2-mediated degradation and leads to increased transcription from p53-regulated promoters. atf3, but not the delta102-139 protein, binds the p53 carboxy-terminus and diminishes its ubiquitination and nuclear export"
568,2,15564250,"activating transcription factor 3, a stress sensor, activates p53 by blocking its ubiquitination."," genotoxic-stressed atf3-null mouse embryonic fibroblasts, or cells in which atf3 was reduced by small interference rna, show inefficient p53 induction and impaired apoptosis compared with wild-type cells. atf3-null cells (but not wild-type cells), which poorly accumulate p53, are transformed by oncogenic ras"
569,3,15564250,"activating transcription factor 3, a stress sensor, activates p53 by blocking its ubiquitination."," thus, atf3 is a novel stress-activated regulator of p53 protein stability/function providing the cell with a means of responding to a wide range of environmental insult, thus maintaining dna integrity and protecting against cell transformation."
570,0,15564251,the rsp5 ubiquitin ligase is coupled to and antagonized by the ubp2 deubiquitinating enzyme.,"saccharomyces cerevisiae rsp5 is an essential hect ubiquitin ligase involved in several biological processes. to gain further insight into regulation of this enzyme, we identified proteins that copurified with epitope-tagged rsp5"
571,1,15564251,the rsp5 ubiquitin ligase is coupled to and antagonized by the ubp2 deubiquitinating enzyme.," ubp2, a deubiquitinating enzyme, was a prominent copurifying protein. rup1, a previously uncharacterized uba domain protein, was required for binding of rsp5 to ubp2 both in vitro and in vivo"
572,2,15564251,the rsp5 ubiquitin ligase is coupled to and antagonized by the ubp2 deubiquitinating enzyme.," overexpression of ubp2 or rup1 in the rsp5-1 mutant elicited a strong growth defect, while overexpression of a catalytically inactive ubp2 mutant or rup1 deleted of the uba domain did not, suggesting an antagonistic relationship between rsp5 and the ubp2/rup1 complex. consistent with this model, rsp5-1 temperature sensitivity was suppressed by either ubp2delta or rup1delta mutations"
573,3,15564251,the rsp5 ubiquitin ligase is coupled to and antagonized by the ubp2 deubiquitinating enzyme.," ubp2 reversed rsp5-catalyzed substrate ubiquitination in vitro, and rsp5 and ubp2 preferentially assembled and disassembled, respectively, k63-linked polyubiquitin chains. together, these results indicate that rsp5 activity is modulated by being physically coupled to the rup1/ubp2 deubiquitinating enzyme complex, representing a novel mode of regulation for an hect ubiquitin ligase"
574,4,15564251,the rsp5 ubiquitin ligase is coupled to and antagonized by the ubp2 deubiquitinating enzyme.,
575,0,15564252,receptor-stimulated oxidation of shp-2 promotes t-cell adhesion through slp-76-adap.,"receptor-stimulated generation of intracellular reactive oxygen species (ros) modulates signal transduction, although the mechanism(s) is unclear. one potential basis is the reversible oxidation of the active site cysteine of protein tyrosine phosphatases (ptps)"
576,1,15564252,receptor-stimulated oxidation of shp-2 promotes t-cell adhesion through slp-76-adap.," here, we show that activation of the antigen receptor of t cells (tcr), which induces production of ros, induces transient inactivation of the sh2 domain-containing ptp, shp-2, but not the homologous shp-1. shp-2 is recruited to the lat-gads-slp-76 complex and directly regulates the phosphorylation of key signaling proteins vav1 and adap"
577,2,15564252,receptor-stimulated oxidation of shp-2 promotes t-cell adhesion through slp-76-adap.," furthermore, the association of adap with the adapter slp-76 is regulated by shp-2 in a redox-dependent manner. the data indicate that tcr-mediated ros generation leads to shp-2 oxidation, which promotes t-cell adhesion through effects on an slp-76-dependent signaling pathway to integrin activation"
578,3,15564252,receptor-stimulated oxidation of shp-2 promotes t-cell adhesion through slp-76-adap.,
579,0,15564253,etd1p is a novel protein that links the sin cascade with cytokinesis.,"in animal cells, cytokinesis occurs by constriction of an actomyosin ring. in fission yeast cells, ring constriction is triggered by the septum initiation network (sin), an spb-associated gtpase-regulated kinase cascade that coordinates exit from mitosis with cytokinesis"
580,1,15564253,etd1p is a novel protein that links the sin cascade with cytokinesis.," we have identified a novel protein, etd1p, required to trigger actomyosin ring constriction in fission yeasts. this protein is localised at the cell tips during interphase"
581,2,15564253,etd1p is a novel protein that links the sin cascade with cytokinesis.," in mitosis, it relocates to the medial cortex region and, coincident with cytokinesis, it assembles into the actomyosin ring by association to cdc15p. relocation of etd1p from the plasma membrane to the medial ring is triggered by sin signalling and, reciprocally, relocation of the sid2p-mob1p kinase complex from the spb to the division site, a late step in the execution of the sin, requires etd1p"
582,3,15564253,etd1p is a novel protein that links the sin cascade with cytokinesis.," these results suggest that etd1p coordinates the mitotic activation of sin with the initiation of actomyosin ring constriction. etd1p peaks during cytokinesis and is degraded by the ubiquitin-dependent 26s-proteasome pathway at the end of septation, providing a mechanism to couple inactivation of sin to completion of cytokinesis"
583,4,15564253,etd1p is a novel protein that links the sin cascade with cytokinesis.,
584,0,15564254,asciz regulates lesion-specific rad51 focus formation and apoptosis after methylating dna damage.,"nuclear rad51 focus formation is required for homology-directed repair of dna double-strand breaks (dsbs), but its regulation in response to non-dsb lesions is poorly understood. here we report a novel human sq/tq cluster domain-containing protein termed asciz that forms rad51-containing foci in response to base-modifying dna methylating agents but not in response to dsb-inducing agents"
585,1,15564254,asciz regulates lesion-specific rad51 focus formation and apoptosis after methylating dna damage.," asciz foci seem to form prior to rad51 recruitment, and an asciz core domain can concentrate rad51 in focus-like structures independently of dna damage. asciz depletion dramatically increases apoptosis after methylating dna damage and impairs rad51 focus formation in response to methylating agents but not after ionizing radiation"
586,2,15564254,asciz regulates lesion-specific rad51 focus formation and apoptosis after methylating dna damage.," asciz focus formation and increased apoptosis in asciz-depleted cells depend on the mismatch repair protein mlh1. interestingly, asciz foci form efficiently during g1 phase, when sister chromatids are unavailable as recombination templates"
587,3,15564254,asciz regulates lesion-specific rad51 focus formation and apoptosis after methylating dna damage.," we propose that asciz acts as a lesion-specific focus scaffold in a rad51-dependent pathway that resolves cytotoxic repair intermediates, most likely single-stranded dna gaps, resulting from mlh1-dependent processing of base lesions."
588,0,15564255,piasy mediates sumo-2 conjugation of topoisomerase-ii on mitotic chromosomes.,here we show that the piasy protein is specifically required for mitotic modification of topoisomerase-ii by sumo-2 conjugation in xenopus egg extracts. piasy was unique among the pias family members in its capacity to bind mitotic chromosomes and recruit ubc9 onto chromatin
589,1,15564255,piasy mediates sumo-2 conjugation of topoisomerase-ii on mitotic chromosomes.," these properties were essential, since piasy mutants that did not bind chromatin or failed to recruit ubc9 were functionally inactive. we observed that piasy depletion eliminated essentially all chromosomal accumulation of egfp-sumo-2-conjugated species, suggesting that it is the primary e3-like factor for mitotic chromosomal substrates of sumo-2"
590,2,15564255,piasy mediates sumo-2 conjugation of topoisomerase-ii on mitotic chromosomes.," piasy-dependent sumo-2-conjugated species were highly concentrated on the inner centromere, and inhibition of piasy blocked anaphase sister chromatid segregation in egg extracts. taken together, our observations suggest that piasy is a critical regulator of mitotic sumo-2 conjugation for topoisomerase-ii and other chromosomal substrates, and that its activity may have particular relevance for centromeric functions required for proper chromosome segregation"
591,3,15564255,piasy mediates sumo-2 conjugation of topoisomerase-ii on mitotic chromosomes.,
592,0,15564256,three-dimensional structure of the bacteriophage p22 tail machine.,"the tail of the bacteriophage p22 is composed of multiple protein components and integrates various biological functions that are crucial to the assembly and infection of the phage. the three-dimensional structure of the p22 tail machine determined by electron cryo-microscopy and image reconstruction reveals how the five types of polypeptides present as 51 subunits are organized into this molecular machine through twelve-, six- and three-fold symmetry, and provides insights into molecular events during host cell attachment and phage dna translocation"
593,1,15564256,three-dimensional structure of the bacteriophage p22 tail machine.,
594,0,15564257,structural basis for recruitment of rilp by small gtpase rab7.,"rab7 regulates vesicle traffic from early to late endosomes, and from late endosomes to lysosomes. the crystal structure of rab7-gtp in complex with the rab7 binding domain of rilp reveals that rab7 interacts with rilp specifically via two distinct areas, with the first one involving the switch and interswitch regions and the second one consisting of rabsf1 and rabsf4"
595,1,15564257,structural basis for recruitment of rilp by small gtpase rab7.," disruption of these interactions by mutations abrogates late endosomal/lysosomal targeting of rab7 and rilp. the rab7 binding domain of rilp forms a coiled-coil homodimer with two symmetric surfaces to interact with two separate rab7-gtp molecules, forming a dyad configuration of rab7-rilp(2)-rab7"
596,2,15564257,structural basis for recruitment of rilp by small gtpase rab7.," mutations that disrupt rilp dimerization also abolish its interactions with rab7-gtp and late endosomal/lysosomal targeting, suggesting that the dimeric form of rilp is a functional unit. structural comparison suggests that the combined use of rabsf1 and rabsf4 with the switch regions may be a general mode of action for most rab proteins in regulating membrane trafficking"
597,3,15564257,structural basis for recruitment of rilp by small gtpase rab7.,
598,0,15564258,crystal structure of a seqa-n filament: implications for dna replication and chromosome organization.,"escherichia coli seqa binds clusters of transiently hemimethylated gatc sequences and sequesters the origin of replication, oric, from methylation and premature reinitiation. besides oric, seqa binds and organizes newly synthesized dna at replication forks"
599,1,15564258,crystal structure of a seqa-n filament: implications for dna replication and chromosome organization., binding to multiple gatc sites is crucial for the formation of stable seqa-dna complexes. here we report the crystal structure of the oligomerization domain of seqa (seqa-n)
600,2,15564258,crystal structure of a seqa-n filament: implications for dna replication and chromosome organization.," the structural unit of seqa-n is a dimer, which oligomerizes to form a filament. mutations that disrupt filament formation lead to asynchronous dna replication, but the resulting seqa dimer can still bind two gatc sites separated from 5 to 34 base pairs"
601,3,15564258,crystal structure of a seqa-n filament: implications for dna replication and chromosome organization., truncation of the linker between the oligomerization and dna-binding domains restricts seqa to bind two gatc sites separated by one or two full turns. we propose a model of a seqa filament interacting with multiple gatc sites that accounts for both origin sequestration and chromosome organization
602,4,15564258,crystal structure of a seqa-n filament: implications for dna replication and chromosome organization.,
603,0,15564259,translation of aberrant mrnas lacking a termination codon or with a shortened 3'-utr is repressed after initiation in yeast.,a novel mrna surveillance for mrna lacking a termination codon (nonstop mrna) has been proposed in which ski7p is thought to recognize stalled ribosomes at the 3' end of mrna. here we report our analysis of translation and decay of nonstop mrnas in saccharomyces cerevisiae
604,1,15564259,translation of aberrant mrnas lacking a termination codon or with a shortened 3'-utr is repressed after initiation in yeast.," although the reduction of nonstop mrnas was only 4.5-fold, a level that is sufficient for residual protein synthesis, translation products of nonstop mrnas were hardly detectable"
605,2,15564259,translation of aberrant mrnas lacking a termination codon or with a shortened 3'-utr is repressed after initiation in yeast.," we show that nonstop mrnas were associated with polysomes, but not with pab1p. we also show that ribosomes translating nonstop mrna formed stable and heavy polysome complexes with mrna"
606,3,15564259,translation of aberrant mrnas lacking a termination codon or with a shortened 3'-utr is repressed after initiation in yeast.," these data suggest that ribosome stalling at the 3' end of nonstop mrna may block further rounds of translation, hence repressing protein synthesis. furthermore, it was found that the 5' --> 3' decay pathway was accelerated for nonstop mrna decay in the absence of ski7p"
607,4,15564259,translation of aberrant mrnas lacking a termination codon or with a shortened 3'-utr is repressed after initiation in yeast.," we also found that translation of aberrant mrnas with a shortened 3'-utr was repressed, suggesting that an improper spatial distance between the termination codon and the 3' end of mrna results in translation repression."
608,0,15564260,nova autoregulation reveals dual functions in neuronal splicing.,"the nova family of neuron-specific rna-binding proteins were originally identified as targets in an autoimmune neurologic disease characterized by failure of motor inhibition. nova-1 regulates alternative splicing of pre-mrnas encoding the inhibitory neurotransmitter receptor subunits gaba(a)rgamma2 and glyralpha2 by directly binding intronic elements, resulting in enhancement of exon inclusion"
609,1,15564260,nova autoregulation reveals dual functions in neuronal splicing.," here we identify exon e4 in the nova-1 pre-mrna itself, encoding a phosphorylated protein domain, as an additional target of nova-dependent splicing regulation in the mouse spinal cord. nova binding to e4 is necessary and sufficient for nova-dependent exon exclusion"
610,2,15564260,nova autoregulation reveals dual functions in neuronal splicing.," e4 harbors five repeats of the known nova-binding tetranucleotide ycay and mutation of these elements destroys nova-dependent regulation. furthermore, swapping of the sites from nova-1 and gaba(a)rgamma2 indicates that the ability of nova to enhance or repress alternative exon inclusion is dependent on the position of the nova-binding element within the pre-mrna"
611,3,15564260,nova autoregulation reveals dual functions in neuronal splicing.," these studies demonstrate that in addition to its previously described role as a splicing activator, nova autoregulates its own expression by acting as a splicing repressor."
612,0,15564261,a dual role for bub1 in the spindle checkpoint and chromosome congression.,"the spindle checkpoint ensures faithful chromosome segregation by linking the onset of anaphase to the establishment of bipolar kinetochore-microtubule attachment. the checkpoint is mediated by a signal transduction system comprised of conserved mad, bub and other proteins"
613,1,15564261,a dual role for bub1 in the spindle checkpoint and chromosome congression.," in this study, we use live-cell imaging coupled with rna interference to investigate the functions of human bub1. we find that bub1 is essential for checkpoint control and for correct chromosome congression"
614,2,15564261,a dual role for bub1 in the spindle checkpoint and chromosome congression.," bub1 depletion leads to the accumulation of misaligned chromatids in which both sister kinetochores are linked to microtubules in an abnormal fashion, a phenotype that is unique among mad and bub depletions. bub1 is similar to the aurora b/ipl1p kinase in having roles in both the checkpoint and microtubule binding"
615,3,15564261,a dual role for bub1 in the spindle checkpoint and chromosome congression.," however, human bub1 and aurora b are recruited to kinetochores independently of each other and have an additive effect when depleted simultaneously. thus, bub1 and aurora b appear to function in parallel pathways that promote formation of stable bipolar kinetochore-microtubule attachments"
616,4,15564261,a dual role for bub1 in the spindle checkpoint and chromosome congression.,
617,0,15564262,cytochrome c is released in a single step during apoptosis.,"release of cytochrome c from mitochondria is a central event in apoptotic signaling. in this study, we utilized a cytochrome c fusion that binds fluorescent biarsenical ligands (cytochrome c-4cys (cyt"
618,1,15564262,cytochrome c is released in a single step during apoptosis., c-4cys)) as well as cytochrome c-green fluorescent protein (cyt. c-gfp) to measure its release from mitochondria in different cell types during apoptosis
619,2,15564262,cytochrome c is released in a single step during apoptosis.," in single cells, the kinetics of cyt. c-4cys release was indistinguishable from that of cyt"
620,3,15564262,cytochrome c is released in a single step during apoptosis.," c-gfp in apoptotic cells expressing both molecules. lowering the temperature by 7 degrees c did not affect this corelease, but further separated cytochrome c release from the subsequent decrease in mitochondrial membrane potential (deltapsi(m))"
