QUERY,id
cd44 is a family of transmembrane glycoproteins that serve as a major receptor for hyaluronate and the splice variants play a very important role in tumor progression and metastasis. we examined the relationship between cancer progression and mrna levels of cd44 variant exon 6 (cd44v6) in specimens of colon cancer at different diagnostic stages from 31 patients using real time rt-pcr analysis,513
" however, our landscape analysis also reveals that bidispersity introduces numerous defective, low-lying states that are expected to cause broken ergodicity in corresponding experimental and computational systems. probing the global minimum structures further, particle segregation is energetically preferred at intermediate compositions, contrasting with the approximate icosahedral global packing at either end of the composition range",514
" subjects were confined to the study unit overnight prior to dosing, and 12 blood samples were collected over 24 h postdosing while subjects were confined. subjects returned for additional blood samples and safety evaluations at 48 h and 72 h after each dose",515
"nanomaterials are used in many different industries such as cosmetics, food, clothing, and electronics. there is increasing concern that exposure to nanoparticles (nps) during pregnancy can adversely affect fetal development",516
 botulinum toxin in the vegetable soup appeared to be related to wrong behavior on the part of the consumer and to faulty food preservation. the study confirms that an early identification and reporting of suspected botulism cases is vital in the prevention of accidental widespread outbreaks,517
 these techniques often downplay the importance of interaction variables that have small predictive ability but that are critical when the ultimate goal is decision making rather than prediction. we propose two new techniques designed specifically to find variables that aid in decision making,518
" we also observe a narrowing of the relaxation dispersion, specific to higher frequencies, that is a consequence of the heterogeneous dynamics of deeply supercooled materials.",519
 eur j intern med. 2022 mar 11:s0953-6205(22)00097-8,520
" here, we used a continuous sequential reaching task comprised of naturalistic movements, in order to provide detailed kinematic performance measures. when we embedded pre-learned trajectories (those presumably having an internal plan) within similar but unpredictable movement sequences, participants performed the two kinds of movements with remarkable similarity, and position error alone could not reliably identify the epoch",521
" 100% susceptibility to third-generation cephalosporins and azithromycin was noted. enteric fever as seen in a pediatric tertiary care hospital in india affects children and adolescents of all age groups, with greater isolation rates in school children, followed by those in preschool years, calling for targeted interventions against these age groups",522
second twin: quality of survival if born by breech extraction following internal podalic version.,523
[five cases of drug-induced liver injury by tranilast].,524
 a highly efficient visible-uv monochromator and a coma-type aberration-reduced seya-namioka monochromator have been designed and fabricated using mechanically ruled aberration-corrected concave gratings. the gratings can be used with vuv monochromators and spectrographs with improved image focusing properties,525
[effects of repeated short-term immobilization stress on plastisity of brain cortical division and cognition in adult rats with normal and disturbed embryogenesis].,526
nucleation of a new phase almost always starts at a surface. this surface is almost always assumed not to change with time,527
" some potential biomarkers cannot be validated as their measurement involves harm or death of the animal, such that its ultimate lifespan cannot be determined. a non-destructive biomarker would allow us to test molecular markers potentially involved directly in the ageing process, to monitor the effectiveness of therapeutic interventions to delay ageing, and provide a useful measure of general health of the organism",528
ilizarov ankle arthrodesis: a simple salvage solution for failed and neglected ankle fractures.,529
 diet was assessed through a 24-hour recall from which a healthy eating index (hei) score was created. cooking skills were assessed by survey,530
7 +/- 0.006,531
" the ls mouse serves as one animal model for hscr, and the ls gene may represent one of the loci responsible for some cases of hscr in humans. this study uses 753 n2 progeny from a combination of three intersubspecific backcrosses to define the molecular genetic linkage map of the ls region and to provide resources necessary for positional cloning",532
 the mean decrease of pain in adhesive capsulitis using ucla rating scale was significantly better in nsaid group as compared to hyaluronic acid group.,533
" cx43 protein levels increased transiently during the colonization of the tubules by the early-stage spermatocytes. cx43 phosphorylated (pcx43) and nonphosphorylated (npcx43) in ser368 decreased during the periods of completion of meiosis and sertoli cell differentiation, while cx43 mrna remained elevated throughout",534
"45-0.45]), and net energy cost during overground walking with assistive devices and orthoses in patients with chronic stroke (4",535
 the heron island isolate was genetically closer to morphologically dissimilar isolates from israel (1.8% divergence) and the usa (2,536
fibrin as a delivery system for therapeutic drugs and biomolecules.,537
ionizable amino-polyesters synthesized via ring opening polymerization of tertiary amino-alcohols for tissue selective mrna delivery.,538
7% [79.8-92,539
"03 in the polyp group, and 2.43 in the group without polyps (p<0",540
" we found that these c fractions responded differently to warming. specifically, after one year of decomposition, the ratio of recalcitrant c to non-recalcitrant c remaining in litter declined in the warmed plots compared to control",541
extracorporeal membrane oxygenation management: techniques to liberate from extracorporeal membrane oxygenation and manage post-intensive care unit issues.,542
intra-pericardial thrombin injection as bailout strategy in iatrogenic pericardial tamponade.,543
increased formation of collagen in the blood vessels of hypertensive rats.,544
comparison of the semen analysis results obtained from two branded computer-aided sperm analysis systems.,545
 this variation is linked to topography and location of local point sources (kielce) and underlying geology (alaska). both h,546
multisensory perception and attention in school-age children.,547
monitoring of interobserver agreement in nuclear atypia scoring of node-negative breast carcinomas judged at individual collaborating hospitals in the national surgical adjuvant study of breast cancer (nsas-bc) protocol.,548
" these chimeric mice showed high contributions of alpha 4-null cells in many tissues, including skeletal muscle, and muscles lacking any detectable (< 2%) alpha 4-positive cells did not reveal any gross morphological abnormalities. furthermore, assays for in vitro myogenesis using either pure cultures of alpha 4-null myoblasts derived from the chimeras or alpha 4-null es cells showed conclusively that alpha 4 integrins are not essential for muscle cell fusion and differentiation",549
" of 174 participants, awareness of prep was high at 91% (n = 122), as was support for its use by members of at-risk groups (74%). occupation was the only independent variable with significant variation in support of prep, with 41% of disease intervention specialists/health educators supporting prep completely, compared with 93% of nurses",550
pulmonic stenosis in the dog: 29 cases (1975-1984).,551
" this capability was investigated by activating bronchoalveolar lavage cells and peripheral blood mononuclear cells in-vitro to elicit the release of tumor necrosis factor alpha, interleukin-2 and interferon gamma, whilst simultaneously exposing them to varying pharmacological concentrations of ambroxol (10, 1, and 0.1 microm)",552
" spectral analysis of electroencephalogram recordings revealed that dextroamphetamine and atomoxetine both induced a shift in peak power from δ (0.1-4 hz) to θ (4-8 hz) during continuous sevoflurane general anesthesia, which was not observed when animals were pre-treated with sch-23390",553
" final population size, pregnancy success, number of young recruited per pregnancy, and survival were similar in both populations. thus, differences in relatedness produced no differences in demography",554
 geosmin and 2-methylisoborneol were primarily degraded by reaction with hydroxyl radical with direct photolysis as a minor factor. perchlorinated disinfection byproducts were degraded by reaction with hydroxyl radicals,555
"melanoma has a propensity for lymph node metastasis. however, the incidence of lymphatic invasion detected by histology alone in primary melanoma is disproportionately low in comparison to the incidence of positive sentinel lymph nodes (sln)",556
"neuropeptide y (npy) is a highly conserved endogenous peptide in the central and peripheral nervous systems, which has been implicated in nociceptive signaling in neuropathic pain. however, downstream mechanistic actions remain uncharacterized",557
" clinical implications would be improved screening, evaluation and intervention skills, which are suitable and adequate to the needs of the elderly population.",558
growth plate fracture. an acute fracture of the proximal tibia with a photopenic defect on bone scintigraphy.,559
"2012 ukraine), and аlso dynamics determination of bone tissue reparative regeneration after its application during a year.",560
" to further improve the accuracy of the settling time, another mlf is designed by dividing the dwell time. with the aid of convex combination, a new lp is provided, which removes the requirement that the increment coefficient of the mlf at switching instants has to be larger than 1",561
 the comb spectral phase is shown to be linear but of different slopes for the two sides of the optical spectrum. the linear phase delay predicts well the measured timing delay of the two pulse trains from the comb generator,562
"autophagy can dictate changes in cell metabolism via numerous mechanisms. adipoq/adiponectin has been extensively characterized to have beneficial metabolic effects, both via ins/insulin-sensitizing and ins-independent actions",563
we evaluate information processing capacity of a single actin molecule by calculating distributions of logical gates implemented by the molecule via propagating patterns of excitation. we represent a filamentous actin molecule as an excitable automaton network (f-actin automaton),564
"exploration about changes of il-10, nf-κb and mmp-3 in a rat model of cervical spondylosis.",565
" surprisingly, oxfendazole acts via the inhibition of irak1, a kinase thus far implicated in interleukin-1 receptor (il-1r) and toll-like receptor (tlr) immune responses. irak1 drives r-rt in a pathway involving irak4 and traf6 but not the il-1r/tlr-irak adaptor myd88",566
this work studied the demand-oriented biogas production and the biogas storage in digestate by flexibly feeding a full-scale research biogas plant. the investigated continuous stirred tank reactor (cstr) was equipped with a fast-moving submersible motor mixer and a slow-moving inclined shaft agitator,567
" regarding g252d mutation, it seems to abolish the ability of foxg1 to bind dna target, affecting the transcriptional regulation of targeted genes. our study highlights the usefulness of combined computational approaches, molecular dynamic simulation, and molecular docking for a better understanding of the dysfunctional effects of foxg1 missense mutations and their role in the etiopathogenesis as well as in the genotype-phenotype correlation",568
 the capacity of endogenous tnf-alpha to influence the ability of monocytes to inhibit the parasite was also verified. we found that addition of 33 ng tnf-alpha/ml to cultures of human monocytes and p,569
"g., specialists in infectious disease, physical medicine and rehabilitation, psychiatry, nursing, pharmacology) can provide an optimal treatment program for this multifaceted problem and maximize the potential for a favorable outcome",570
" when rat peritoneal connective tissue mc (ctmc) were exposed to purified rat type ii pla2 at concentrations of more than 10 micrograms/ml, significant release of histamine was observed, whereas pgd2 was not generated under the same conditions. mouse peritoneal ctmc as well as bone marrow-derived immature mc also responded to pla2",571
" children and spouses represented the most important sources of social support for this population. the jing and zhuang, and the yao and dong ethnic groups received the maximum and minimum support from the children, respectively",572
"although primary studies often report multiple outcomes, the covariances between these outcomes are rarely reported. this leads to difficulties when combining studies in a meta-analysis",573
" disease-free survival (dfs) reached 90% in the whole group, 93% in ln-negative cases, 89% in cases with mac, 69% with mic, and 87% with itc. the presence of mic in sln was associated with significantly decreased dfs and os",574
" when n=3, the influence of connecting peptide on the stability of vh and vl was minimum. when n>3, the fore and aft distances changed little due to the increase and fold of the length of peptide chain",575
" there are several potential mechanisms to allow loading of vertebrate elastic structures, including the gravitational load of the body, a variable mechanical advantage, and moments generated by the musculature of proximal joints. to test these hypothesized mechanisms, we collected simultaneous 3d kinematics via x-ray reconstruction of moving morphology (xromm) and single-foot forces during the jumps of three rana pipiens",576
 oxysporum</i> f.sp,577
disruption of elastic lamellae in the aorta by d-penicillamine and its effect on vaso-regulation in rats.,578
" uniform distribution of dna and therefore uniform coloring after the feulgen reaction were thus obtained. in such nuclei with uniform distribution of absorbing material the feulgen reaction was found to be proportional to the dna content of nuclei, even if they differed greatly in their dna concentration",579
" the amino acid sequences of the coat proteins of pvy-10, pvy-18, and pvy-43 were obtained and compared with the coat protein sequences of pepper mottle virus (pemv) [dougherty wg, allison rf, parks td, johnston re, feild mj, armstrong fb (1985) virology 146: 282-292] and pvy-d [shukla dd, inglis as, mckern nm, gough kh (1986) virology 152: 118-125]. the homology between the pvy strains ranged from 96",580
polymorphonuclear leukocyte collagenase: localization in granules subjected to zonal centrifugation.,581
"in patients undergoing heart transplantation, significant allosensitization limits access to organs, resulting in longer wait times and high waitlist mortality. current desensitization strategies are limited in enabling successful transplantation",582
" here, we report two cases with this rare presentation. case 1 was a 65-year-old male with multiple polypoid metastasis causing intussusception while on palliative chemotherapy for renal cell carcinoma",583
" depending on the metabolite structure, some are also associated with inflammation derived sources, which provides interesting insights in the toxicology of phthalates.",584
 we performed this case-control study to investigate the relationship between serum pcsk9 levels and pcsk9 polymorphisms and lipid levels and cad risk in a southern chinese population.,585
" decreases the elevated tb, sgot, sgpt and alp serum levels. also, meccf inhibitory profile was found comparable with toxicant group (paracetamol 2g/kg, p",586
 we conducted the largest study to date to investigate the subsequent risk of maternal chronic kidney disease and end-stage renal disease following stillbirth.,587
05). haemoglobin and packed cell volume were significantly elevated in low-na ewes (p less than 0,588
 our study thus demonstrates the possibility to predict microbiome-derived growth-promoting cross-feeding.,589
" however, their respective degree of implication varies according to the different levels of emotional consciousness which are modelized. it is on the last level that present models focus, level that leads to consciousness of our emotional experience, benefiting from the contributions of cognitive neurosciences",590
glucagon stimulation of liver mitochondrial co2 fixation utilizing pyruvate generated inside the mitochondria.,591
"infectious bovine keratoconjunctivitis (ibk) is an ocular disease affecting bovine herds worldwide, and it causes significant economic loss. the etiologic agent of ibk is considered to be moraxella bovis, but m",592
pyrrole: an emerging scaffold for construction of valuable therapeutic agents.,593
memory-based or afferent processes in mismatch negativity (mmn): a review of the evidence.,594
" the structures of the undescribed compounds were elucidated on the basis of hresims and nmr data analysis. their absolute configurations were assigned via comparison of the specific rotation, ecd exciton coupling method, as well as comparison of experimental and calculated ecd data",595
nontraumatic and noninfectious pseudoaneurysms on the circle of willis: 2 case reports and review of the literature.,596
comments on the 2020 esc guidelines for the management of adult congenital heart disease.,597
the possibility that non-acth proopiomelanocortin-derived fragments may stimulate aldosterone production has previously been studied using nonhuman cells with inconsistent results. we have examined the response of aldosterone to beta-endorphin (beta-end) and joining peptide (jp) and compared these with the response to acth using eight cell suspensions prepared from human adrenal glands,598
" they then estimated how much they expected to change on each attribute five years from now. most respondents perceived minimal change in themselves, both retrospectively and prospectively",599
" additional imaging studies are needed to improve the understanding of the association and causal relationships between lbp, spinal degeneration, and changes in the paraspinal muscles.",600
" by facilitating healing of traumatic, inflammatory and infected penile lesions, pre- and post-exposure prophylaxis with soap and water could be a cheap and effective method for decreasing the risks of acquiring gud and hiv in this vulnerable group of uncircumcised men.",601
0 to 61.5% in cows with lower body condition at insemination and gnrh increased cr (63,602
2 mm). dilatation of the pancreatic duct greater than 4 mm occurred with approximately equal frequency with carcinomas (59%) and chronic pancreatitis (64%); it was found in only 1,603
"hmg-coa reductase inhibitors (statins) have been shown to beneficially affect outcomes in chronic heart failure (chf). we hypothesized that statins exert effects on autonomic function, as assessed by plasma norepinephrine levels, direct recordings of renal sympathetic nerve activity (rsna), and baroreflex function",604
a review on recent advancements in photocatalytic remediation for harmful inorganic and organic gases.,605
pyoverdine and proteases affect the response of pseudomonas aeruginosa to gallium in human serum.,606
the thermostability and reactivity of gap nanocrystals in oxygen: from gap nanocrystals to ga2o3 nanocrystals.,607
" insulin injection produced hypoglycemia [plasma glucose (pg) = 34 +/- 3 mg/dl] but did not activate pancreatic noradrenergic (delta pancreatic ne output = +20 +/- 130 pg/min) or galaninergic nerves (delta glir output = +40 +/- 50 fmol/min). to determine whether more severe hypoglycemia would activate these nerves, insulin was administered to dogs infused with somatostatin (ss; 2",608
"in isolated rabbit hearts, repetitive endocardial focal discharges (refds) were consistently observed during ventricular fibrillation (vf) with prolonged (>5 minutes) global ischemia (gi). we hypothesized that bapta-am, a calcium chelator, can suppress these refds",609
pregnancy outcome following gestational exposure to organic solvents: a prospective controlled study.,610
"i reconstructed a phylogeny of 66 species and varieties of bursera and 9 outgroup species using sequences of the internal transcribed spacer region (its), the 5s non-transcribed region (5s-nts), and the external transcribed region (ets) of nuclear ribosomal dna. this study extends a previously proposed parsimony-based phylogenetic study that used the its sequences of 57 bursera species and five outgroups",611
we present reference values for the excretion of camp in spot urine collected between 09.00 and 12,612
nerve growth factor (ngf) promotes neuronal differentiation of pc12 pheochromocytoma cells. one of the most prominent and distinguishing features of neuronal differentiation is neurite outgrowth,613
cellminer (http://discover.nci,614
"dopamine receptors (dr) ligands are potential drug candidates for treating neurological disorders including schizophrenia or parkinson's disease. three series of isoquinolines: (e)-1-styryl-1,2,3,4-tetrahydroisoquinolines (series 1), 7-phenyl-1,2,3,7,8,8a-hexahydrocyclopenta[ij]-iqs (hcpiqs) (series 2) and (e)-1-(prop-1-en-1-yl)-1,2,3,4- tetrahydroisoquinolines (series 3), were prepared to determine their affinity for both d1 and d2-like dr",615
"36mm; nadp(+), 0.31mm; l-1-pyrroline-5-carboxylic acid, 4mm with nadp(+) and 8mm with nad(+); p(i), 28mm",616
hepatic angiomyolipoma: report of 8 cases and review of literature.,617
" these species can hybridize in laboratory conditions, yielding fertile females and sterile males. hybrid offspring show several phenotypic anomalies, including sex combs on the second and third pairs of legs in males",618
testing for antiphospholipid antibodies at autopsy.,619
"airway obstruction during the induction of general anesthesia remains a persistent problem in modern anesthesia practice, particularly in obstetric patients. generally, a careful preoperative airway evaluation uncovers most abnormalities that might make intubation difficult",620
" in female mammals, gnih may regulate estrous or menstrual cycle. gnih is also involved in the regulation of seasonal reproduction, but gnih may finely tune reproductive activities in the breeding seasons",621
" in the present study, we explored the biological properties of grass carp epcam (gcepcam) in a fish kidney cell line (cik) via overexpression of gcepcam or gcepcam intracellular domain (gcepicd) deletion mutant. results showed that gcepcam overexpression significantly changed the cell morphology, and the proliferation of the cells transfected with gcepcam was significantly decreased when compared to the control cells, which is unexpectedly opposite to the increasing effects induced by its mammalian homolog",622
[gastrojejunocolic fistula caused by forgotten foreign body and by peptic ulcer].,623
" therefore, the development of a robust and effective poststroke therapy is crucial. granulocyte colony-stimulating factor (gcsf) and erythropoietin (epo), originally discovered as hematopoietic growth factors, are versatile and have transcended beyond their traditional role of orchestrating the proliferation, differentiation, and survival of hematopoietic progenitors to one that fosters brain protection/neuroregeneration",624
 p19 expression by clpl is further up-regulated in response to cd40 ligation. freshly isolated clp dc from transplanted mice with colitis (but not from non-transplanted controls) stimulate ifn-gamma (but not il-4 or il-13) release by co-cultured nkt cells,625
"at the core of the district health system is the emergency centre, for many the entry point into the healthcare system. limited data is available on the patient population served by district-level emergency centres in south africa",626
" when modeling the examples of microrelief, changes in the shape of segments-cycles of the studied surface processes, which correspond to separate morphological formations, were taken into account. the proposed algorithms were realized in the form of a computer simulation program, which provides for a more accurate description of the geometry of the microrelief segments",627
" the secondary structure of purified lipase contains 36% α-helix and 64% β-sheet which was determined by circular dichromism, ftir, and raman spectroscopy.",628
we report on the amorphous-to-crystalline phase transformation of rubrene thin films. the crystallization of the organic thin films displays disk-like domains whose nucleation and growth follow phase transformation kinetics well-established for inorganic materials under certain time and temperature conditions,629
01) after opsonization of these e. coli with rough mutant antisera,630
genetic testing for wolfram syndrome mutations in a sample of 71 patients with hereditary optic neuropathy and negative genetic test results for <i>opa1/opa3/lhon</i>.,631
"9% for the siemens scanner, philips scanner and toshiba scanner, respectively, p-value = 0.032), but not between the software packages (8",632
"affinity of 18,19-dihydroxydeoxycorticosterone and 18-hydroxy-19-nor-deoxycorticosterone to aldosterone receptor and their mineralocorticoid activity.",633
5% halothane in terms of ea compliance.,634
the pyridinium cross-links pyridinoline (pyd) and deoxypyridinoline (dpd) are established markers of bone resorption. we evaluated the analytical and clinical performance of a commercially available pyd hplc assay and established reference intervals in children and adults,635
" reaction of [(tpp)fe(et(2)nno)(2)]clo(4) in ch(2)cl(2) with no gas results in the displacement of one of the et(2)nno ligands to give the air-sensitive and thermally sensitive [(tpp)fe(no)(et(2)nno)]clo(4) derivative. reaction of (oep)ru(co) (oep = 2,3,7,8,12,13,17,18-octaethylporphyrinato dianion) with nobf(4) in ch(2)cl(2) gives [(oep)ru(no)(h(2)o)]bf(4) as the final isolated product (after exposure to air) in 71% isolated yield",636
cognitive biases can lead to misinterpretations of human and non-human biology and behavior. the concept of the <i>umwelt</i> describes phylogenetic contrasts in the sensory realms of different species and has important implications for evolutionary studies of cognition (including biases) and social behavior,637
" although self-contained set-based methods (those that test sets of variants without regard to variants not in the set) are generally more powerful than competitive set-based approaches (those that rely on comparison of variants in the set of interest with variants not in the set), there is no consensus as to which self-contained methods are best. in particular, several self-contained set tests have been proposed to directly or indirectly ""adapt"" to the a priori unknown proportion and distribution of effects of the truly associated snps in the set, which is a major determinant of their power",638
[spontaneous regression of lumbar hernia of the nucleus pulposus. follow-up study of 4 cases by repeated magnetic resonance imaging].,639
" pneumoniae, and protection against pneumococcal disease caused by resistant strains. however, pcv contains a limited number of pneumococcal serotypes and, given adequate ecological pressure, replacement disease by non-vaccine serotypes remains a threat, particularly in areas with very high disease burden",640
 xanthus.,641
"the title compound, c(13)h(13)o(2)p, crystallized as enanti-omerically pure crystals; for the crystal measured, the p atom has r stereochemistry. the crystal structure displays o-h⋯o hydrogen bonding, which links individual mol-ecules related by a 2(1) screw axis parallel to the crystallographic a-axis direction into continuous chains",642
 compounds obtained from m. chamomilla l,643
 desk-top analysis of the structural stability of various point mutations introduced into ribonuclease h. j,644
 this zeolite totally desorbed the fixed arsenic into a water volume that was half the volume in the adsorption experiment.,645
 of particular importance is an interdisciplinary collaboration with specialists in allied fields.,646
"long-term cancer survivors may develop psychological late effects. the aim of the present study was to determine prevalence of high level of stress in testicular cancer survivors (tcs) compared with the general population and prevalence of high level of stress among tcs stratified by type of treatment (surveillance, bleomycin, etoposide and cisplatin (bep), or abdominal radiotherapy (rt))",647
" due to the rising trend of hev serological prevalence in global population, hev has become an important public health problem in developed countries. severe hepatitis caused by hev includes acute and chronic liver failure (aclf)",648
 most respondents had attended grade school; 6.7 % never attended school,649
"the presence of bisphenol a (bpa) in various water sources has potentially led to numerous adverse effects in human such as increased in blood pressure and derangement in liver function. thus, a reliable treatment for the removing bpa is highly required",650
degenerative cervical myelopathy: recent updates and future directions.,651
 the combination of nitrous oxide with 1.0% halothane significantly decreased etpc to less than that for halothane alone (6,652
" universal primers that detect both viruses and specific primers for lemov and daymv were designed and used in rt-pcr-based diagnostic assays. these results provide the first molecular data on the lemov and daymv genomes and suggest that lemov is a member of the genus sequivirus, probably distinct from daymv",653
 the i.p,654
the purpose of this study was to determine whether supraspinal mechanisms contribute to the sex difference in fatigability during and recovery from a dynamic and isometric fatiguing task with the knee extensors.,655
" after a single cream application, vis/nir-induced radical formation could be completely inhibited by both verum and placebo showing an immediate protection. after an application period of 4weeks, radical formation could be significantly reduced by 45% following placebo application and 78% after verum application showing a long-term protection",656
 these results demonstrate the importance of functional analysis for validating the activity of predicted response elements.,657
" co-transfection with hnrnp g represses incorporation in cardiac myoblasts, whereas htra2beta increases it in skeletal myoblasts. both the cell specificity and the protein responses depend upon exon sequences",658
 blood flow to the airways and lung parenchyma was calculated.(abstract truncated at 250 words),659
"this research seeks ways to distinguish beginners from competent students based on the manner in which they perform. five ""beginner"" students who had passed preclinical operative dentistry technique and six ""competent"" students one month prior to graduation were videotaped performing an occlusal amalgam preparation on #19 on a typodont",660
" heterologous expression of acfb in escherichia coli generates four polypeptide species with apparent molecular masses of 34, 35, 74, and 75 kda. the 74- and 75-kda proteins appear to represent modified forms of the full-length acfb protein",661
"gastrointestinal (gi) adverse events (aes) are frequently dose limiting for oncology agents, requiring extensive clinical testing of alternative schedules to identify optimal dosing regimens. here, we develop a translational mathematical model to predict these clinical aes starting from preclinical gi toxicity data",662
" in particular, ldmhps often have excellent broadband luminescence from self-trapped excitons. chemical composition, hydrogen bonding, and external factors (temperature and pressure etc",663
" results will be reported in this paper, the paper following in this issue, and an additional paper to be published in a forthcoming issue.",664
[tetanus during pregnancy: report of a case].,665
 dystrophic fibers develop a progressively higher mitochondrial volume percent than normal fibers after 1 month of age. z-line width is positively correlated with mitochondrial volume percent,666
"in short, our device allows a surgeon who is harvesting adipose tissue for autologous fat transplantation to immediately, easily, efficiently, and sterilely isolate adipose tissue from the unwanted waste components that are associated with primary liposuction effluent. it does so by ""trapping"" the fat tissue contained within raw liposuction effluent",667
" controls. as this compound only caused a slight stimulation of plasma corticosterone titers, the possibility exists of an extra-adrenal influence",668
comfort and pain relief in dementia: awakening a new beneficence.,669
the aim of this study was to investigate the mechanisms involved in the perception of perceptually salient frequency modulation (fm) using auditory steady-state responses (assrs) measured with magnetoencephalography (meg). previous meg studies using frequency-modulated amplitude modulation as stimuli (luo et al,670
how does speed change affect induced motion?,671
" cultures revealed methicillin-resistant staphylococcus aureus that was sensitive only to topical vancomycin eye drops. because the microbiologic spectrum is similar, vancomycin should be considered instead of a cephalosporin in the treatment of corneal ulcers to cover methicillin-resistant s",672
" the possibility that ""faulty"" circuits could be remodeled by bdnf is an exciting concept for new therapies for obesity and eating disorders. in the hypothalamus, bdnf and its receptor, tropomyosin-related kinase b (trkb), are extensively expressed in areas associated with feeding and metabolism",673
 the proportion of proviral dna-positive cfu-gm declined from a mean of 9.8% at 3 months to a mean of 2,674
" pharmanet comprises three main phases. first, a smiles representation of the molecule is converted into a raw molecular image",675
 antidepressant prescribing is rising in the uk so it is important to quantify absolute risks with individual antidepressants to enable shared decision making with patients. in this study we assess and quantify the association between antidepressant treatment and the risk of epilepsy and seizures in a large cohort of patients diagnosed with depression aged between 20 and 64 years,676
"label=""objective"" nlmcategory=""objective"">to explore the pharmacologically active ingredients in <i>toujie quwen</i> granules (tjqw) for treatment of coronavirus disease 2019 (covid-19) in light of systemic pharmacology.",677
 the major fatty acid components were c(18 : 1)omega7c (68.9 %) and c(18 : 0) (18,678
diversity and expression of nitrogen fixation genes in bacterial symbionts of marine sponges.,679
the action of the cinchona and certain other alkaloids in bird malaria. iii.,680
optimal time-point for <sup>68</sup>ga-psma-11 pet/ct imaging in assessment of prostate cancer: feasibility of sterile cold-kit tracer preparation?,681
the association of type d personality and depression with infertility in women.,682
"vehicle yielding probability estimation model at unsignalized midblock crosswalks in shanghai, china.",683
small intestinal obstruction due to strongyloides stercoralis is rare and has not been reported in an immunocompetent patient. we describe a 70-year-old immunocompetent man presenting with duodenal obstruction secondary to severe s,684
" intramammary infections significantly reduced fat and total solids in goat milk and increased both scc and tbc. however, these indicators were significantly higher in udder halves affected by s",685
 clinical trial registration number: nct03738410.,686
" more importantly, increased plasma il-6 and il-17 level was found in the aad group, and the two inflammatory factors were inversely associated with the function and number of circulating epcs in the aad group. we first demonstrated that the number and function of circulating epcs are reduced in the aad group, which may be partly related to upregulated plasma il-6 and il-17",687
[the advantage of transverse tomography in diagnosis of aortic aneurysm].,688
 in int the fibre size was larger for fta than for st (p less than 0.05),689
 genealogical relationships and shr substrain intercrosses suggest that genes responsible for heritable hypertension in shr are shared across shr substrains. the present approach identifies a number of genes that may influence blood pressure in shr by virtue of allelic effects on gene expression,690
 the programme includes tests of organ function and of metabolism. the frequency of abnormal laboratory values (less than 2,691
" the mathematical model used includes fixed terms to account for effects of body weight and dose rate, and random terms reflecting inter- and intra-species variation and experimental error. point predictions and 95 per cent prediction intervals are given for the ld05, ld10, ld25, ld50, ld75, ld90, and ld95, for dose rates ranging from 0",692
" we suggest that the antibacterial activity of complement and natural antibodies present in caiman serum, which can bind to both gram-negative and gram-positive bacteria and acting through the classical complement pathway, can inhibit bacterial growth of escherichia coli by lysis.",693
" yopn codons 16 to 100 prevent the entry of yopn into the type iii pathway, a negative regulatory effect that is overcome by expression of yscb and sycn. the portion of yopn encoded by codons 101 to 294 prevents transport of the polypeptide across the bacterial double membrane envelope in the presence of functional tyea",694
" the reported cell exhibited perfect capability of supplying a stable potential for ecl generation. because the weak ecl of calcein blue could be greatly sensitized in the presence of calcium in alkaline solution, calcium contents in milk and vegetable samples were assayed; the results were validated with icp-aes method",695
 this work is among the first to examine early postnatal changes in this initial cortical region of the olfactory system.,696
"2 residues per peptide molecule) accounts, at least in part, for the polymorphisms detected by anti-can and the original anti-tm (serum sheerin). remarkably, the glcnac-containing o-glycosidic oligosaccharides occur only in small quantities, or not all at, within the positions 32-61 of gp a and the glycosylated domains of gp b and gp c",697
a simple post-polymerization modification method for controlling side-chain information in digital polymers.,698
"()new data, tools and services recently made available on the web server (http://cactus.nci",699
" although the thienopyridines are effective platelet aggregation inhibitors, they are prodrugs and, consequently, exert a slow onset of action. in addition, the variability in inter-individual metabolism of thienopyridine prodrugs has been associated with reduced efficacy in some patients",700
" this correlated with hampered il-4-induced dc differentiation as evidenced by lower expression of dc-sign and cd1a and a decreased dc-induced pbl proliferation, suggesting that sulfated monocyte cell surface gags support il-4 activity. furthermore, removal of cell surface chondroitin sulfates by chondroitinase abc strongly impaired il-4-induced stat6 phosphorylation, whereas removal of hs by heparinase iii had only a weak inhibitory effect",701
[helminthic stomatitis].,702
"modifications of sintering temperature and treatment time of bovine-derived bone grafts affect their physicochemical properties and further influence biological activity. three different temperature sintered bovine-derived bone grafts: group i (300 °c 3 h), group ii (300 °c 3 h plus 530 °c 6 h), and group iii (300 °c 3 h plus 1000 °c 2 h) and bio-oss® were characterized and then compared in vitro for their effects on bone marrow stromal cells (bmscs) migration, proliferation, and differentiation as estimated by cell migration assay, alkaline phosphatase (alp) activity assay, and alizarin red staining",703
food and nutrient intakes and overall survival of elderly japanese.,704
"an inverse agonist of estrogen-related receptor-&#947; (err&#947;), an orphan nuclear receptor encoded by e srrg, enhances sodium iodide symporter-mediated radioiodine uptake in anaplastic thyroid cancer (atc) cells, thereby facilitating responsiveness to radioiodine therapy in vitro. we synthesized potent, selective, and orally bioavailable err&#947;-inverse agonists and evaluated their activity by analyzing in vitro pharmacology and absorption, distribution, metabolism, excretion, and toxicity profiles",705
